Scenario_ID,Split,Mean_Arrive_time,Std_Arrive_time,Mean_Duration_of_stay,Std_Duration_of_stay,Station_0_Count,Station_1_Count,Station_2_Count,Station_3_Count,Station_4_Count,Station_5_Count,Station_6_Count,Station_7_Count,Station_8_Count
train_day_0464,train,57.84011627906977,13.114678266468866,6.174418604651163,2.655366923645158,56,41,53,22,63,42,21,36,10
train_day_0465,train,55.32848837209303,12.1750651607484,5.395348837209302,2.0785676517649754,75,43,61,22,21,43,24,46,9
train_day_0466,train,56.21511627906977,13.64841772447737,5.869186046511628,2.4678828677851845,50,50,52,38,56,26,27,31,14
train_day_0467,train,57.348837209302324,12.659923437312544,5.941860465116279,2.3899238635473874,81,25,52,17,65,31,32,20,21
train_day_0468,train,52.651162790697676,10.941458856282912,5.895348837209302,2.531334190755805,65,66,46,53,34,38,2,24,16
train_day_0469,train,51.48546511627907,13.153601430696474,5.386627906976744,2.1871576066736718,84,52,57,43,17,49,20,3,19
train_day_0470,train,55.77325581395349,13.779652377046151,5.834302325581396,2.37939020949998,47,40,64,49,32,19,34,44,15
train_day_0471,train,52.26744186046512,11.231107566791993,5.328488372093023,2.0129528336078586,63,57,66,26,11,29,37,35,20
train_day_0472,train,55.854651162790695,13.407383916445585,5.340116279069767,2.1358011373035377,56,51,34,29,13,87,28,26,20
train_day_0473,train,57.71511627906977,13.514428271225796,5.811046511627907,2.2533682948544547,56,34,50,25,36,56,28,23,36
train_day_0474,train,55.72674418604651,13.975301506242117,5.973837209302325,2.5579132431624223,48,16,58,45,58,38,36,25,20
train_day_0475,train,56.075581395348834,13.627950382897776,5.494186046511628,2.2631966819524654,55,80,28,59,41,20,16,28,17
train_day_0476,train,56.18895348837209,14.32256290637744,5.848837209302325,2.3834089415795847,61,61,53,23,56,25,38,0,27
train_day_0477,train,56.77906976744186,12.942539525426435,5.424418604651163,1.9380184105559646,17,51,68,64,38,51,30,2,23
train_day_0478,train,52.906976744186046,17.0627282552084,5.9476744186046515,2.578453960075555,42,47,41,80,44,20,33,26,11
train_day_0479,train,54.776162790697676,15.731002249934766,5.816860465116279,2.384215419498944,33,67,57,44,45,12,44,35,7
train_day_0480,train,53.372093023255815,13.810214042451458,5.537790697674419,2.30236779089802,87,36,53,20,13,57,28,38,12
train_day_0481,train,50.81686046511628,13.96085288938805,5.796511627906977,2.419491954859994,52,48,41,37,35,59,25,39,8
train_day_0482,train,58.348837209302324,13.848236762801807,5.90406976744186,2.6686347340858982,59,69,45,62,26,14,23,36,10
train_day_0483,train,51.354651162790695,12.519836882962453,5.6395348837209305,2.324854537573512,89,43,52,29,28,58,30,2,13
train_day_0484,train,57.23837209302326,12.944925095264626,5.531976744186046,2.04146568401089,62,61,56,12,25,52,30,28,18
train_day_0485,train,55.63662790697674,13.451633696101931,5.959302325581396,2.321180428794334,70,45,56,33,53,30,16,23,18
train_day_0486,train,54.325581395348834,12.804606602444872,6.090116279069767,2.5082459330970286,64,28,56,54,41,29,23,33,16
train_day_0487,train,54.42732558139535,12.676450325208755,5.941860465116279,2.5190190558600047,63,33,50,60,53,29,14,24,18
train_day_0488,train,54.94767441860465,15.170835137780573,5.584302325581396,2.1455438084971927,44,62,49,42,50,20,39,24,14
train_day_0489,train,54.9593023255814,11.648114708288052,6.316860465116279,2.7089763627647967,54,63,51,36,16,41,19,23,41
train_day_0490,train,58.35755813953488,12.676316998322841,5.799418604651163,2.310969722287223,47,53,45,34,43,27,22,27,46
train_day_0491,train,56.16860465116279,14.14133609052181,5.898255813953488,2.3596899145224053,58,42,39,62,37,32,31,35,8
train_day_0492,train,53.991279069767444,13.51172766194213,5.6104651162790695,2.1645950837720442,45,33,39,60,54,37,40,22,14
train_day_0493,train,56.28779069767442,12.596431379207218,5.636627906976744,2.3769597106804197,99,51,72,32,17,22,8,27,16
train_day_0494,train,53.79360465116279,13.976136839626976,5.75,2.2660923234953714,40,59,41,47,60,18,50,9,20
train_day_0495,train,54.325581395348834,11.679281855575686,5.840116279069767,2.486128022572191,45,66,55,31,31,31,30,27,28
train_day_0496,train,60.23837209302326,13.205272630918895,5.546511627906977,2.2173049676650782,40,53,40,48,54,19,67,8,15
train_day_0497,train,54.258720930232556,15.960705184667987,5.857558139534884,2.558626737432312,44,62,53,55,49,13,38,29,1
train_day_0498,train,50.71511627906977,14.304829380007662,5.723837209302325,2.3825702696412248,46,65,51,36,36,38,23,39,10
train_day_0499,train,56.91860465116279,13.52814904773202,5.761627906976744,2.1636891732157295,53,40,54,21,39,55,37,23,22
train_day_0500,train,54.85755813953488,11.131614880657297,5.8226744186046515,2.435316189021126,80,61,35,39,3,45,18,31,32
val_day_0001,val,55.854651162790695,14.01647002119495,5.9563953488372094,2.534842049476125,37,54,42,59,47,16,22,49,18
val_day_0002,val,57.69186046511628,14.029799805598838,6.142441860465116,2.5380936977804462,52,43,82,40,53,26,23,8,17
val_day_0003,val,56.700581395348834,14.263524781654189,5.909883720930233,2.4436714629911522,49,49,78,43,56,20,27,7,15
val_day_0004,val,57.781976744186046,13.94910269013474,5.886627906976744,2.5736694961669557,43,27,33,43,63,33,49,19,34
val_day_0005,val,54.627906976744185,13.58397355267297,6.366279069767442,2.606927732253012,30,42,40,64,63,19,52,17,17
val_day_0006,val,54.247093023255815,13.762309193597705,5.674418604651163,2.250022534590597,72,77,36,17,44,34,18,35,11
val_day_0007,val,56.86337209302326,14.208842899264013,5.959302325581396,2.656404192546879,54,49,37,40,43,24,36,42,19
val_day_0008,val,55.93604651162791,14.467344244408121,6.174418604651163,2.5809762911479486,37,46,39,48,78,23,32,22,19
val_day_0009,val,56.13662790697674,14.446028110310195,6.180232558139535,2.608586883220887,40,54,45,55,54,28,28,20,20
val_day_0010,val,56.627906976744185,13.972395136547341,5.921511627906977,2.494692513765351,29,39,41,45,74,24,53,11,28
val_day_0011,val,52.48546511627907,11.841482971727542,5.65406976744186,2.3500583258011676,83,38,94,40,28,10,19,15,17
val_day_0012,val,53.343023255813954,12.124778019523283,5.604651162790698,2.2659207778154684,99,34,89,28,27,17,14,17,19
val_day_0013,val,55.36337209302326,13.186010302542469,5.520348837209302,2.21507622194142,75,67,50,29,22,57,16,14,14
val_day_0014,val,53.07267441860465,13.905744080374859,5.72093023255814,2.2626962861826145,36,59,46,55,33,22,31,52,10
val_day_0015,val,55.35755813953488,13.81364975734917,5.924418604651163,2.3203065177682998,53,76,39,22,55,32,23,22,22
val_day_0016,val,56.008720930232556,13.527209211868312,6.002906976744186,2.398520070007836,68,48,29,17,46,49,29,31,27
val_day_0017,val,55.53488372093023,13.652410703232414,5.683139534883721,2.4139024477061297,72,58,45,26,25,57,21,19,21
val_day_0018,val,54.5,13.404051799779154,5.941860465116279,2.2752697318390713,68,43,50,46,36,27,7,33,34
val_day_0019,val,57.127906976744185,13.980506787590295,5.854651162790698,2.5281741263600344,58,55,59,36,45,24,35,20,12
val_day_0020,val,54.68313953488372,14.365096407420435,6.174418604651163,2.6432971854894896,38,49,53,60,51,27,31,18,17
val_day_0021,val,56.60174418604651,14.27801600867087,5.9854651162790695,2.5896301060175424,32,42,27,58,66,24,46,18,31
val_day_0022,val,58.18604651162791,14.551241957629065,5.671511627906977,2.4135523454616425,65,56,42,40,45,24,40,23,9
val_day_0023,val,56.645348837209305,13.753301142641103,5.7645348837209305,2.5391855299997026,67,64,38,29,26,48,15,21,36
val_day_0024,val,57.145348837209305,15.167929424211055,5.6976744186046515,2.4235749466240426,41,58,44,48,52,13,27,40,21
val_day_0025,val,55.122093023255815,13.693581089733764,5.5813953488372094,2.4146602451511163,52,48,45,60,40,9,35,38,17
val_day_0026,val,55.616279069767444,13.758015511178964,5.84593023255814,2.4712499793118425,71,54,38,30,30,58,13,24,26
val_day_0027,val,56.58720930232558,14.677084626799665,6.343023255813954,2.7287888401895244,40,56,39,54,53,24,41,19,18
val_day_0028,val,53.56686046511628,12.63122540609579,5.712209302325581,2.4390886122726494,96,39,83,39,24,17,19,15,12
val_day_0029,val,52.82848837209303,12.41165066111618,5.482558139534884,2.3051354124813597,99,39,75,49,15,9,23,17,18
val_day_0030,val,52.34011627906977,12.920958996213402,5.944767441860465,2.419608956847417,70,23,73,34,29,59,25,13,18
val_day_0031,val,51.79651162790697,12.53828506943525,5.901162790697675,2.306865092478218,67,18,74,45,30,58,25,6,21
val_day_0032,val,55.96511627906977,13.822544505784244,5.665697674418604,2.18514756071246,61,73,37,19,53,39,16,28,18
val_day_0033,val,56.741279069767444,14.055534976665228,5.982558139534884,2.3252252634292363,58,76,35,24,56,42,17,23,13
val_day_0034,val,57.0406976744186,14.946360511392271,5.732558139534884,2.260244988803314,69,69,32,17,42,35,32,23,25
val_day_0035,val,55.94186046511628,13.888555311179518,5.627906976744186,2.309215670872361,40,48,41,51,44,17,34,53,16
val_day_0036,val,52.64244186046512,13.824798702100386,5.8023255813953485,2.3812238764573794,90,27,70,30,26,50,21,10,20
val_day_0037,val,56.26162790697674,14.83185343845085,5.959302325581396,2.3299305263111285,51,63,39,18,52,37,36,33,15
val_day_0038,val,57.72093023255814,14.618522149394645,5.840116279069767,2.5598682715863577,42,65,33,32,54,15,46,34,23
val_day_0039,val,56.075581395348834,13.602115396754677,5.805232558139535,2.229526087271393,59,59,39,19,54,52,27,17,18
val_day_0040,val,57.17732558139535,14.876837695700969,6.229651162790698,2.640723979163017,43,24,33,38,76,23,57,21,29
val_day_0041,val,56.98837209302326,14.646409343325226,5.840116279069767,2.543920246202172,48,46,36,41,49,13,47,36,28
val_day_0042,val,57.075581395348834,14.19916830226098,5.936046511627907,2.5487075060361555,54,55,37,42,59,41,27,17,12
val_day_0043,val,54.53488372093023,14.258369777341636,6.0145348837209305,2.4559652850440017,88,53,37,43,43,25,5,21,29
val_day_0044,val,57.21511627906977,13.9465426026623,6.0145348837209305,2.6407623797792836,65,51,43,30,64,18,36,25,12
val_day_0045,val,56.645348837209305,14.20271966239372,5.991279069767442,2.4818959821688966,63,49,48,38,41,28,38,21,18
val_day_0046,val,54.450581395348834,13.871834426623389,6.261627906976744,2.5972108745080864,60,39,52,56,29,26,8,28,46
val_day_0047,val,56.67151162790697,14.45903202214127,5.72093023255814,2.210709466205298,56,90,30,26,36,37,34,16,19
val_day_0048,val,58.93313953488372,13.384894971539175,6.104651162790698,2.6818904724502786,54,49,59,41,57,27,34,8,15
val_day_0049,val,56.51453488372093,13.722109909378446,5.941860465116279,2.515554639303371,57,41,54,40,41,37,31,27,16
val_day_0050,val,54.729651162790695,13.276121416976896,6.171511627906977,2.545447837164466,91,34,35,46,39,36,4,24,35
val_day_0051,val,58.008720930232556,14.989431726395084,5.656976744186046,2.504370166267704,45,47,48,50,39,17,45,39,14
val_day_0052,val,53.92732558139535,13.133171115353653,5.866279069767442,2.377125020687917,68,29,64,41,29,44,21,17,31
val_day_0053,val,55.656976744186046,14.614575718031086,5.799418604651163,2.5134289811679182,41,42,39,39,51,12,46,50,24
val_day_0054,val,54.67732558139535,14.35059182998182,6.424418604651163,2.717318961108183,36,60,41,40,67,25,32,25,18
val_day_0055,val,52.633720930232556,11.452105630144201,5.662790697674419,2.397239037456249,75,35,98,49,19,9,24,20,15
val_day_0056,val,57.55813953488372,14.833850862887576,6.075581395348837,2.6501617347095974,47,49,23,49,54,22,37,42,21
val_day_0057,val,56.348837209302324,14.255979929987165,5.968023255813954,2.329442652057914,63,88,35,17,50,24,21,20,26
val_day_0058,val,56.93604651162791,14.30488136551847,5.880813953488372,2.5472930069116733,54,57,61,33,40,24,38,20,17
val_day_0059,val,53.0406976744186,11.233182550413966,5.7063953488372094,2.4168413043083583,96,28,88,28,27,16,24,16,21
val_day_0060,val,57.0843023255814,13.376323585080666,6.174418604651163,2.680428031009471,38,28,36,51,71,31,37,17,35
test_day_0001,test,56.39244186046512,15.18720586363055,5.351744186046512,2.026308759881666,52,64,36,38,31,41,31,19,32
test_day_0002,test,54.247093023255815,13.241056337952612,6.063953488372093,2.4367540738534363,32,76,47,41,47,26,31,28,16
test_day_0003,test,55.59011627906977,13.212617999665465,5.5436046511627906,2.1750073043398856,55,36,46,24,72,38,25,18,30
test_day_0004,test,56.348837209302324,14.196722060129549,5.6395348837209305,2.375567450926074,55,53,59,35,54,37,19,12,20
test_day_0005,test,54.68604651162791,14.62536950668731,5.392441860465116,1.9810294693031958,44,51,34,32,58,54,19,20,32
test_day_0006,test,55.39825581395349,13.487336756074884,5.840116279069767,2.5301705035781388,64,55,69,28,53,39,21,2,13
test_day_0007,test,56.64825581395349,13.877206398368921,5.273255813953488,1.8988322248898535,43,46,43,43,30,50,23,24,42
test_day_0008,test,54.13662790697674,12.99581534710175,5.4476744186046515,2.109680166666185,74,43,20,49,11,76,17,10,44
test_day_0009,test,54.90406976744186,13.955893385275592,5.933139534883721,2.4241170829175736,27,73,41,49,52,26,33,24,19
test_day_0010,test,56.86918604651163,14.964406740827433,5.857558139534884,2.6125926871491805,73,54,47,33,52,35,19,17,14
test_day_0011,test,54.48837209302326,13.957363802905729,5.9186046511627906,2.435040309484748,32,88,31,54,40,20,34,28,17
test_day_0012,test,55.51744186046512,15.149823023453727,5.313953488372093,1.9693088618054573,50,55,52,48,38,30,16,28,27
test_day_0013,test,56.49418604651163,13.078029282689156,5.933139534883721,2.6078271101328725,50,63,45,55,24,19,36,38,14
test_day_0014,test,53.241279069767444,13.719254615364123,5.337209302325581,2.0551153711533265,66,59,25,48,42,36,19,15,34
test_day_0015,test,56.18023255813954,14.329472959420173,6.017441860465116,2.7236557111107684,72,52,48,31,58,23,20,17,23
test_day_0016,test,56.61046511627907,13.086452510843058,5.386627906976744,2.268066029177628,64,79,34,52,28,21,35,18,13
test_day_0017,test,53.2906976744186,12.625294174854798,5.3895348837209305,1.9720446873190087,80,47,16,29,15,84,21,8,44
test_day_0018,test,54.11918604651163,11.83315618860798,5.537790697674419,1.8920801283260944,67,56,41,19,3,36,54,37,31
test_day_0019,test,54.33139534883721,14.266995264138664,5.941860465116279,2.416535340171432,34,75,44,51,45,19,38,23,15
test_day_0020,test,55.116279069767444,12.672226181189963,5.537790697674419,2.3324734357084456,68,68,35,64,29,11,26,31,12
test_day_0021,test,54.877906976744185,13.219839751718403,5.8313953488372094,2.6753726811855914,63,73,35,51,33,14,26,28,21
test_day_0022,test,54.950581395348834,12.358285033300739,5.511627906976744,2.288719485826648,79,68,43,47,27,10,37,27,6
test_day_0023,test,56.61046511627907,15.500544094499629,5.366279069767442,2.082491266634374,55,42,40,39,41,35,25,30,37
test_day_0024,test,56.7093023255814,13.826050806669244,5.680232558139535,2.527077536631844,59,53,64,26,59,35,28,2,18
test_day_0025,test,55.43604651162791,14.715182894743226,5.415697674418604,2.0271093181348188,46,60,44,40,37,41,16,31,29
test_day_0026,test,56.33720930232558,12.444631293291094,5.77906976744186,2.57063544216753,49,74,40,63,19,22,26,34,17
test_day_0027,test,53.57267441860465,12.685390692979526,5.401162790697675,2.0662286837373998,99,35,42,25,14,57,56,0,16
test_day_0028,test,53.66860465116279,13.55181925166307,5.4854651162790695,2.0473517534296586,86,47,49,27,6,65,47,0,17
test_day_0029,test,55.6656976744186,12.61834158202623,6.377906976744186,2.5305528931115124,14,71,48,45,60,35,25,14,32
test_day_0030,test,54.31104651162791,12.751620738672907,5.5,2.367414446773251,71,68,45,41,30,15,39,23,12
test_day_0031,test,54.67151162790697,12.664485319690472,5.5,2.3735460665916213,58,70,37,55,33,14,34,26,17
test_day_0032,test,55.18313953488372,13.233531034145528,5.479651162790698,2.1348830084358137,55,40,40,36,54,48,22,18,31
test_day_0033,test,53.31395348837209,14.313566201096966,5.337209302325581,1.9816628272346686,67,66,19,45,47,36,12,12,40
test_day_0034,test,56.92732558139535,13.199848389229624,6.180232558139535,2.500479943114264,24,71,42,42,48,30,32,32,23
test_day_0035,test,53.51453488372093,11.175389193261957,5.726744186046512,2.0089291616230986,65,65,46,31,4,24,38,32,39
test_day_0036,test,54.96220930232558,14.061380055758098,5.191860465116279,1.8070736408128791,55,41,36,31,63,38,29,17,34
test_day_0037,test,55.872093023255815,13.295869713305976,5.604651162790698,2.490816013517723,76,40,53,30,71,40,23,0,11
test_day_0038,test,55.29360465116279,14.955685114331878,5.651162790697675,2.2205040380061267,43,95,34,47,44,14,32,24,11
test_day_0039,test,55.17732558139535,13.307213372122881,5.52906976744186,2.4110388709004607,72,51,52,39,54,36,25,3,12
test_day_0040,test,56.997093023255815,13.108336275881056,6.4476744186046515,2.612057317303829,25,58,43,57,56,19,32,31,23
test_day_0041,test,55.622093023255815,14.457121051842437,6.183139534883721,2.848634010313726,58,61,53,36,44,33,22,22,15
test_day_0042,test,54.04360465116279,13.956571546482015,5.270348837209302,1.9867713364725395,63,51,13,53,14,66,25,12,47
test_day_0043,test,56.07848837209303,13.306634209823716,5.747093023255814,2.257414844915384,34,72,38,47,48,26,35,28,16
test_day_0044,test,54.92151162790697,13.712674583268173,5.261627906976744,1.9111465330657165,54,36,36,38,47,53,29,16,35
test_day_0045,test,53.39244186046512,14.976922203459571,5.375,1.8867846711664893,66,43,19,55,10,55,27,18,51
test_day_0046,test,57.89244186046512,14.091171195653839,5.712209302325581,2.5280454354371082,42,70,42,53,29,23,32,35,18
test_day_0047,test,56.41279069767442,13.627454304332034,5.761627906976744,2.5690767776486862,57,38,63,38,59,33,23,7,26
test_day_0048,test,55.20639534883721,14.128803864248276,6.063953488372093,2.759019576061845,54,50,61,26,58,33,24,20,18
test_day_0049,test,53.883720930232556,14.270573565053665,5.273255813953488,2.085605395272984,60,58,23,47,47,42,19,13,35
test_day_0050,test,57.258720930232556,13.966735172803856,5.674418604651163,2.511331808558384,38,72,48,50,33,26,34,26,17
test_day_0051,test,54.51453488372093,13.134360153586925,5.508720930232558,2.1660527256953275,45,41,37,38,71,39,22,19,32
test_day_0052,test,54.843023255813954,13.01492024560501,5.636627906976744,2.342465958882546,58,47,56,29,66,40,18,10,20
test_day_0053,test,53.93604651162791,11.957360414859957,5.593023255813954,1.9191683456627902,74,63,32,23,5,33,43,40,31
test_day_0054,test,56.06976744186046,14.60271613606756,5.747093023255814,2.3655700754880096,30,89,34,50,45,24,32,27,13
test_day_0055,test,55.520348837209305,13.371465796715452,6.3023255813953485,2.72827472292733,29,81,42,38,50,18,42,22,22
test_day_0056,test,54.06976744186046,12.301248469135361,5.494186046511628,2.047395092077031,75,40,44,35,11,55,65,0,19
test_day_0057,test,54.901162790697676,12.840778015496827,5.607558139534884,2.487188305139851,51,71,40,52,30,15,27,35,23
test_day_0058,test,55.473837209302324,14.150536654184044,5.700581395348837,2.2152745930120186,29,95,28,54,43,15,34,25,21
test_day_0059,test,54.68313953488372,13.109607497860942,5.296511627906977,2.0243832063480127,80,52,35,40,8,58,58,0,13
test_day_0060,test,55.616279069767444,13.39812430871902,5.3895348837209305,2.0501009090177047,52,44,47,23,70,34,24,16,34
test_day_0061,test,54.13081395348837,12.422447022835483,6.180232558139535,2.600774471747494,34,77,40,40,61,17,34,20,21
test_day_0062,test,55.96511627906977,14.537799707497568,5.72093023255814,2.5318949737149845,50,46,68,30,59,35,21,8,27
test_day_0063,test,51.80232558139535,13.216726336607998,5.363372093023256,2.1196605204635715,58,67,36,33,39,35,26,12,38
test_day_0064,test,53.44186046511628,14.957190579351511,5.3895348837209305,2.082458803287061,71,50,17,41,9,71,22,22,41
test_day_0065,test,56.223837209302324,13.105316307071071,6.369186046511628,2.6303867056386694,26,67,42,53,51,35,20,23,27
test_day_0066,test,55.348837209302324,13.706446829664843,5.741279069767442,2.5517742557586525,69,52,69,26,49,45,17,2,15
test_day_0067,test,54.30523255813954,14.09755778179444,5.267441860465116,1.989357840790042,67,42,25,54,40,34,12,15,55
test_day_0068,test,55.46511627906977,13.428490776009152,6.101744186046512,2.7960930765442615,79,52,50,23,57,33,22,9,19
test_day_0069,test,54.31686046511628,11.62326033611031,5.488372093023256,1.9985121561529138,68,52,50,18,4,27,45,43,37
test_day_0070,test,54.66279069767442,14.320752923817578,6.241279069767442,2.8124380288827897,84,38,51,37,53,30,21,17,13
test_day_0071,test,55.002906976744185,13.733234714936344,5.758720930232558,2.58853343434554,63,50,76,20,54,41,18,5,17
test_day_0072,test,57.35755813953488,13.967468469005624,5.941860465116279,2.6451124351307835,47,79,53,53,17,17,32,32,14
test_day_0073,test,55.17151162790697,13.2354440465868,5.732558139534884,2.587646944955218,44,92,37,54,32,15,27,25,18
test_day_0074,test,55.05813953488372,12.812017116175781,5.468023255813954,2.4085894355881012,60,78,41,47,36,14,31,20,17
test_day_0075,test,56.55523255813954,13.71607342845444,5.59593023255814,2.433316656052162,51,34,60,42,60,32,27,12,26
test_day_0076,test,53.94186046511628,14.402522914618515,5.313953488372093,1.9752045988046387,48,42,40,24,67,46,30,15,32
test_day_0077,test,57.53488372093023,12.526667065791157,6.241279069767442,2.501728377663818,25,72,54,45,52,25,26,21,24
test_day_0078,test,55.7093023255814,14.292310730769826,5.337209302325581,2.1012757205723753,54,38,45,25,57,43,23,18,41
test_day_0079,test,54.40406976744186,13.075455692882288,5.8313953488372094,2.389549029551294,29,76,41,48,47,20,33,38,12
test_day_0080,test,54.6656976744186,14.99016685765129,5.590116279069767,2.1802538758647727,38,81,35,52,40,21,43,21,13
test_day_0081,test,56.47093023255814,13.998308587851389,5.656976744186046,2.5032091355304997,50,65,30,70,25,21,32,37,14
test_day_0082,test,54.39825581395349,14.377432954222527,5.377906976744186,2.028053320407637,47,42,43,26,52,48,25,23,38
test_day_0083,test,54.020348837209305,13.24663818235127,5.72093023255814,2.451393352203095,70,54,53,29,56,42,21,3,16
test_day_0084,test,56.877906976744185,14.244018746051212,5.476744186046512,2.1060640253195695,46,31,41,29,71,40,36,17,33
test_day_0085,test,57.45639534883721,13.734329964167511,5.976744186046512,2.629115795242153,58,44,56,37,64,35,17,7,26
test_day_0086,test,52.997093023255815,13.29200199860358,5.459302325581396,2.058328397588726,77,40,23,41,16,75,15,15,42
test_day_0087,test,54.741279069767444,13.139676051412895,5.909883720930233,2.6699263965928655,71,57,56,21,58,35,18,3,25
test_day_0088,test,55.68895348837209,12.439121288889226,5.526162790697675,2.4062446223943055,68,59,39,53,39,14,35,21,16
test_day_0089,test,53.59593023255814,13.596856928007806,5.549418604651163,2.128953151773088,57,50,15,55,11,82,20,11,43
test_day_0090,test,55.22674418604651,14.239879510355518,5.212209302325581,1.7926762513736405,44,61,39,27,45,54,16,16,42
test_day_0091,test,55.0406976744186,13.803587989132229,5.9273255813953485,2.4239497483175776,23,82,33,55,48,27,30,27,19
test_day_0092,test,57.299418604651166,14.907677111853536,5.433139534883721,2.227250762099814,43,60,48,42,39,32,28,24,28
test_day_0093,test,55.27906976744186,14.350391910044712,5.747093023255814,2.2893821479284866,36,84,34,48,48,19,31,25,19
test_day_0094,test,57.31976744186046,14.532124156641942,5.9186046511627906,2.683780379011864,66,59,36,35,58,37,20,13,20
test_day_0095,test,53.81104651162791,12.881697628361502,5.482558139534884,2.015849515682063,86,36,22,45,16,72,19,14,34
test_day_0096,test,53.66279069767442,11.178114482093891,5.6104651162790695,2.0027614116611443,61,59,42,29,7,27,41,45,33
test_day_0097,test,54.60755813953488,13.686270954572272,5.3895348837209305,2.030152306679972,98,57,26,27,10,52,54,0,20
test_day_0098,test,54.73255813953488,13.905766261389095,5.938953488372093,2.45524949192625,24,70,53,49,42,21,46,27,12
test_day_0099,test,56.16860465116279,13.307435949174195,5.412790697674419,2.28708693114432,69,75,25,53,23,15,31,37,16
test_day_0100,test,55.59593023255814,12.555323421867342,5.59593023255814,2.4368979890602707,77,70,35,43,29,5,34,40,11
test_day_0101,test,57.01453488372093,12.76064618515601,6.09593023255814,2.4493914184372203,23,67,34,55,55,22,30,30,28
test_day_0102,test,53.40406976744186,14.247891959776299,5.337209302325581,2.1959818756203346,53,59,24,46,48,41,16,11,46
test_day_0103,test,56.89825581395349,12.821838083579747,5.968023255813954,2.625151300077079,50,71,53,44,29,19,32,36,10
test_day_0104,test,54.36337209302326,11.194576459936336,5.433139534883721,1.9458230527524953,66,47,33,22,6,27,52,59,32
test_day_0105,test,55.25581395348837,13.272139070258056,5.468023255813954,2.093489531395803,74,54,34,37,11,53,65,0,16
test_day_0106,test,57.07848837209303,14.822484571682704,5.270348837209302,1.949849098320067,37,44,40,49,41,43,30,20,40
test_day_0107,test,55.825581395348834,13.291185976502604,5.627906976744186,2.5025406235947547,63,63,39,50,33,16,37,37,6
test_day_0108,test,57.69476744186046,15.101107939235067,5.055232558139535,1.8331179606191792,37,41,50,51,33,42,38,19,33
test_day_0109,test,54.901162790697676,14.182432583896002,5.276162790697675,1.9756986804228953,45,52,37,23,53,54,29,21,30
test_day_0110,test,55.354651162790695,14.189614257804521,6.087209302325581,2.79502450426617,69,55,60,33,46,31,18,16,16
test_day_0111,test,55.68023255813954,14.71283508454392,5.465116279069767,2.1631032532344814,48,51,43,39,36,40,36,19,32
test_day_0112,test,53.91279069767442,14.826847871122231,5.7063953488372094,2.308569683426121,28,91,38,53,44,18,23,31,18
test_day_0113,test,54.32848837209303,11.150383351157563,5.5813953488372094,2.097701490053748,70,54,44,28,10,26,42,32,38
test_day_0114,test,54.68313953488372,13.809592028868405,5.6773255813953485,2.2536682884714585,26,73,47,64,49,20,27,20,18
test_day_0115,test,55.31395348837209,12.525566067055104,6.395348837209302,2.5802427764242157,21,70,44,47,64,15,24,33,26
test_day_0116,test,54.145348837209305,13.825188984592868,5.229651162790698,1.8761489178723345,43,43,45,28,52,60,14,19,40
test_day_0117,test,56.06395348837209,14.021432206237556,5.773255813953488,2.5371163093396722,62,40,60,36,50,42,21,16,17
test_day_0118,test,53.92732558139535,13.930181297708225,5.5813953488372094,2.205780546755158,61,49,18,53,15,68,22,13,45
test_day_0119,test,55.39825581395349,13.849107828863543,6.369186046511628,2.7237720574968547,22,76,49,32,56,24,37,23,25
test_day_0120,test,55.375,13.0130329348231,5.770348837209302,2.358099327096324,40,81,35,44,45,24,33,32,10
